Fact_ID,Student_ID,Financial_ID,Course_ID,Instructor_ID,Enrollment_Date,Assignments_Completed,Quizzes_Taken,Midterm_Score,Final_Exam_Score,Overall_Grade,Attendance_Rate,Discussion_Participation,Time_Spent_on_LMS,Satisfaction_Score,Instructor_Rating,Tuition_Fees,Scholarship_Amount,Payment_Status,Comments,Name,Age,Gender,Grade_Level,Major,Enrollment_Status,Subject,Course,Credit_Load,Difficulty_Level,Instructor_Name,Instructor_Department,Years_of_Experience
F01109,S0314,Fn0604,C022,I03,06-01-21,11,9,95,80,C,98,14,7,6,9,5602,99,Paid,Average Course,Blake Berry,23,Other,Sophomore,Psychology,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01110,S0483,Fn0980,C033,I02,12-12-22,9,2,89,63,D,97,4,47,10,5,11458,2110,Paid,Excellent Course,Blake Oliver,26,Other,Freshman,Business,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01111,S0244,Fn0459,C022,I03,12-01-21,7,5,81,65,D,84,10,78,5,5,18080,1357,Pending,Average Course,John Patel,23,Female,Freshman,Business,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01112,S0821,Fn1622,C036,I03,13-04-21,10,2,96,98,C,53,8,12,2,6,15087,1020,Paid,Needs Improvement,Mike Olsen,19,Other,Senior,Business,Graduated,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01113,S0517,Fn1047,C018,I04,30-11-22,19,8,85,93,B,75,12,77,8,6,17355,2957,Pending,Great Course,Christopher Glover,19,Male,Junior,Computer Science,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01114,S0370,Fn0727,C028,I03,03-03-22,14,9,92,85,C,57,10,17,5,8,6524,3777,Overdue,Average Course,Andrew Avila,26,Female,Senior,Psychology,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01115,S0317,Fn0612,C013,I01,20-06-21,19,6,57,54,C,73,20,60,2,1,10291,2331,Pending,Needs Improvement,Glen Lambert,20,Other,Freshman,Business,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F01116,S0021,Fn0033,C018,I04,30-03-21,13,7,79,81,F,92,13,23,4,5,14898,1742,Paid,Average Course,Robert Sullivan,25,Male,Senior,Psychology,Graduated,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01117,S0698,Fn1396,C023,I02,17-12-22,10,7,88,60,A,94,0,27,10,9,6166,875,Paid,Excellent Course,William Decker,25,Male,Sophomore,Computer Science,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01118,S0721,Fn1431,C035,I04,05-05-23,13,3,83,71,A,61,8,47,8,3,6932,418,Paid,Great Course,Andrew Benjamin,23,Female,Junior,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01119,S0231,Fn0440,C018,I04,23-08-22,6,2,57,92,B,54,12,28,8,7,14952,990,Overdue,Great Course,Sarah Smith,20,Male,Junior,Mathematics,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01120,S0526,Fn1062,C010,I02,02-03-22,15,5,74,89,B,65,1,7,3,7,9292,2474,Overdue,Needs Improvement,Tiffany Hernandez,21,Female,Freshman,Mathematics,Active,Big Data Analytics,Data Science,2,Beginner,Melissa Jackson,Data Science,5
F01121,S0864,Fn1721,C002,I04,08-10-23,5,7,75,77,B,81,28,91,10,3,19021,683,Pending,Excellent Course,Lindsey Gray,27,Female,Freshman,Mathematics,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01122,S0591,Fn1177,C014,I03,23-09-23,18,8,76,99,A,78,3,18,8,7,13856,4846,Pending,Great Course,Robert White,24,Other,Sophomore,Computer Science,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01123,S0469,Fn0948,C032,I01,27-06-21,17,4,68,55,B,82,15,87,10,3,16928,42,Paid,Excellent Course,Wyatt Wade,27,Other,Senior,Business,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01124,S0694,Fn1387,C030,I03,17-07-22,8,4,72,88,B,90,9,37,9,6,19857,2035,Paid,Great Course,Jose Perez,26,Female,Sophomore,Business,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01125,S0078,Fn0141,C019,I01,22-02-22,9,3,90,55,C,63,5,91,2,8,11333,3379,Paid,Needs Improvement,Gary Robinson,23,Female,Sophomore,Biology,Active,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01126,S0809,Fn1596,C005,I03,08-07-22,14,3,65,95,C,74,8,31,6,8,17299,1645,Pending,Average Course,Samuel Martinez,18,Male,Junior,Psychology,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F01127,S0784,Fn1553,C048,I03,30-08-21,11,9,57,69,A,57,1,16,3,6,5962,3972,Paid,Needs Improvement,Katherine Farmer,18,Other,Junior,Computer Science,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F01128,S0563,Fn1125,C032,I01,12-02-22,12,6,79,87,C,76,24,50,5,2,14244,4242,Pending,Average Course,Francisco Ferguson,27,Other,Freshman,Biology,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01129,S0769,Fn1515,C010,I02,08-11-23,16,8,57,53,B,84,24,75,4,1,14180,3997,Pending,Average Course,Joseph Bender,24,Female,Senior,Psychology,Active,Big Data Analytics,Data Science,2,Beginner,Melissa Jackson,Data Science,5
F01130,S0808,Fn1594,C005,I03,07-12-23,5,9,60,74,C,71,0,50,8,3,11698,4912,Paid,Great Course,Gloria Lee,26,Female,Junior,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F01131,S0530,Fn1072,C014,I03,02-04-23,10,2,56,62,F,56,11,86,7,3,5087,2428,Paid,Great Course,Becky Knight,18,Male,Sophomore,Biology,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01132,S0290,Fn0553,C039,I02,14-06-22,5,3,70,98,C,85,27,20,7,7,9951,1774,Pending,Great Course,David Jenkins,18,Male,Sophomore,Mathematics,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01133,S0218,Fn0415,C042,I01,15-05-22,12,6,83,61,A,96,26,62,1,4,13664,1726,Pending,Needs Improvement,Christine Martinez,18,Female,Sophomore,Biology,Graduated,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01134,S0957,Fn1910,C043,I02,11-07-21,16,8,70,58,B,61,21,18,6,2,17398,3187,Pending,Average Course,Janice Anderson,24,Female,Junior,Computer Science,Dropped,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01135,S0100,Fn0185,C019,I01,18-02-21,5,6,54,52,B,58,27,89,2,2,19192,1488,Pending,Needs Improvement,Amber Garcia,18,Female,Senior,Business,Graduated,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01136,S0149,Fn0283,C011,I03,04-04-21,8,6,99,81,A,99,21,47,8,7,7468,3740,Overdue,Great Course,John Buchanan,26,Other,Freshman,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01137,S0385,Fn0764,C035,I04,20-07-23,7,7,92,60,C,94,24,95,6,8,11212,843,Paid,Average Course,Jose Case,27,Female,Senior,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01138,S0155,Fn0295,C039,I02,16-06-21,6,7,66,54,B,84,21,29,9,5,19454,3278,Pending,Great Course,Ricky Castillo,18,Male,Freshman,Business,Dropped,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01139,S0947,Fn1883,C046,I03,11-09-21,12,5,70,84,B,88,28,19,10,2,9874,1076,Overdue,Excellent Course,Steven Ware,19,Male,Junior,Computer Science,Active,Data Wrangling with Python,Data Engineering,4,Intermediate,Sean Nichols,Data Engineering,13
F01140,S0395,Fn0778,C038,I02,26-02-21,10,3,55,98,F,68,29,78,1,3,8495,4308,Overdue,Needs Improvement,Jacqueline Galloway,28,Male,Freshman,Mathematics,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01141,S0376,Fn0744,C022,I03,06-01-21,17,7,94,73,A,77,15,34,8,1,13042,2295,Pending,Great Course,Edwin Luna,29,Male,Senior,Business,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01142,S0102,Fn0190,C045,I03,26-08-21,16,8,56,90,C,78,1,48,2,4,5246,1513,Overdue,Needs Improvement,Kayla Gonzalez,24,Female,Sophomore,Computer Science,Active,ETL & Data Pipelines,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F01143,S0627,Fn1260,C046,I03,03-01-23,19,4,60,55,C,57,12,13,7,7,7878,2897,Overdue,Great Course,Lisa Adams,21,Female,Senior,Mathematics,Active,Data Wrangling with Python,Data Engineering,4,Intermediate,Sean Nichols,Data Engineering,13
F01144,S0782,Fn1546,C030,I03,13-08-22,8,6,67,67,B,92,7,96,3,9,15261,4860,Overdue,Needs Improvement,Todd Wright,28,Male,Junior,Mathematics,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01145,S0092,Fn0168,C030,I03,20-01-21,7,4,87,87,D,76,0,86,7,3,11131,3927,Paid,Great Course,Beth Hogan,22,Female,Junior,Business,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01146,S0951,Fn1893,C047,I03,16-02-23,19,9,61,55,F,54,4,15,1,4,9494,3008,Pending,Needs Improvement,Deborah Roberts,20,Male,Senior,Mathematics,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01147,S0411,Fn0813,C050,I01,22-05-21,10,5,71,71,F,97,9,70,10,6,8976,3107,Paid,Excellent Course,Sara Bass,26,Female,Senior,Biology,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F01148,S0406,Fn0800,C011,I03,11-01-22,10,2,52,91,F,78,2,26,9,1,14713,3999,Overdue,Great Course,Andrew Hopkins,27,Female,Sophomore,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01149,S0021,Fn0034,C022,I03,11-02-22,9,5,68,92,B,84,10,91,6,5,5325,3481,Overdue,Average Course,Robert Sullivan,25,Male,Senior,Psychology,Graduated,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01150,S0632,Fn1268,C010,I02,27-03-23,7,5,92,63,A,82,21,24,7,5,18503,2231,Overdue,Great Course,Nathan Ball,22,Male,Freshman,Business,Active,Big Data Analytics,Data Science,2,Beginner,Melissa Jackson,Data Science,5
F01151,S0408,Fn0804,C043,I02,21-03-21,15,3,72,61,A,81,29,33,9,9,13793,66,Paid,Great Course,Alicia Ayala,27,Female,Sophomore,Mathematics,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01152,S0019,Fn0029,C019,I01,29-07-21,14,6,83,74,F,70,27,94,10,9,17933,2080,Pending,Excellent Course,Ralph Velazquez,22,Female,Senior,Biology,Graduated,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01153,S0536,Fn1082,C015,I04,07-02-23,13,5,52,69,D,59,4,67,1,1,17639,1547,Overdue,Needs Improvement,Paul Ramirez,19,Female,Junior,Computer Science,Active,Incident Response & Forensics,Cyber Security,2,Intermediate,Michelle Stephens,Cyber Security,12
F01154,S0538,Fn1083,C035,I04,12-01-22,18,6,72,67,D,91,11,45,8,3,5810,1268,Paid,Great Course,Elizabeth Smith,29,Female,Sophomore,Psychology,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01155,S0153,Fn0289,C035,I04,09-02-21,10,9,98,73,C,65,11,80,7,4,13595,1509,Paid,Great Course,Dr. Michele Morales,20,Female,Freshman,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01156,S0301,Fn0585,C001,I03,29-03-22,9,4,54,64,D,60,12,97,2,1,11780,4691,Paid,Needs Improvement,Blake Ewing,20,Female,Freshman,Psychology,Active,ETL & Data Pipelines,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F01157,S0876,Fn1749,C047,I03,15-12-22,15,2,78,80,F,68,28,87,1,9,10986,848,Paid,Needs Improvement,Tammy Bailey,19,Other,Senior,Computer Science,Dropped,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01158,S0413,Fn0817,C045,I03,27-03-21,11,8,83,91,C,62,25,52,10,2,10546,1874,Pending,Excellent Course,April Lam,29,Male,Freshman,Business,Active,ETL & Data Pipelines,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F01159,S0202,Fn0388,C047,I03,24-08-21,5,2,93,50,F,64,28,31,1,5,11845,601,Overdue,Needs Improvement,Jonathan Mahoney,25,Male,Freshman,Mathematics,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01160,S0139,Fn0267,C018,I04,06-10-22,11,4,54,64,A,91,28,98,4,3,19658,4201,Overdue,Average Course,Amanda Hanson,18,Female,Junior,Psychology,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01161,S0792,Fn1565,C026,I02,29-10-22,5,3,78,83,F,85,13,35,5,4,9689,4780,Pending,Average Course,Lisa Jimenez,29,Female,Junior,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01162,S0024,Fn0042,C018,I04,27-12-21,13,4,94,51,C,81,3,96,7,4,7274,1412,Overdue,Great Course,Frederick Young,19,Other,Sophomore,Business,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01163,S0012,Fn0021,C041,I03,18-05-23,10,9,73,85,F,68,2,29,8,2,7227,2582,Paid,Great Course,Laura Wallace,25,Other,Senior,Mathematics,Active,Database Design & Optimization,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F01164,S0135,Fn0258,C018,I04,20-01-23,11,7,88,72,B,64,16,53,2,2,8017,2850,Overdue,Needs Improvement,Philip Dixon,25,Other,Senior,Biology,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01165,S0936,Fn1862,C043,I02,24-06-21,11,4,70,73,C,87,7,74,9,8,18789,2288,Paid,Great Course,Brian Lopez,25,Male,Junior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01166,S0081,Fn0151,C018,I04,08-04-23,5,7,81,95,D,71,15,68,7,2,13089,95,Pending,Great Course,Tracy Burke,29,Other,Sophomore,Computer Science,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01167,S0355,Fn0692,C032,I01,15-03-23,6,3,92,81,A,98,10,60,6,7,12133,4220,Overdue,Average Course,Austin Ford,29,Female,Sophomore,Psychology,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01168,S0070,Fn0129,C038,I02,02-03-21,14,9,54,95,D,62,4,11,8,1,6438,233,Overdue,Great Course,Carla Church,19,Female,Senior,Psychology,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01169,S0204,Fn0389,C027,I02,14-02-23,7,8,67,62,F,69,15,74,2,1,18238,4784,Pending,Needs Improvement,Beverly Roach,23,Female,Freshman,Business,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01170,S0591,Fn1178,C049,I04,18-02-22,12,3,87,82,D,98,23,39,1,3,16075,4677,Paid,Needs Improvement,Robert White,24,Other,Sophomore,Computer Science,Active,Network Security & Firewalls,Cyber Security,3,Beginner,Michelle Stephens,Cyber Security,12
F01171,S0992,Fn1980,C029,I02,26-04-21,13,5,84,91,C,64,8,93,5,3,8384,4215,Overdue,Average Course,Margaret Mosley,22,Other,Senior,Computer Science,Graduated,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01172,S0279,Fn0529,C049,I04,26-10-23,19,6,87,63,B,56,12,25,9,9,5663,3548,Paid,Great Course,William Moore,26,Male,Junior,Business,Active,Network Security & Firewalls,Cyber Security,3,Beginner,Michelle Stephens,Cyber Security,12
F01173,S0711,Fn1415,C041,I03,29-11-22,15,2,65,66,D,71,7,51,7,2,15176,21,Overdue,Great Course,Brett Conley,21,Female,Junior,Psychology,Active,Database Design & Optimization,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F01174,S0379,Fn0750,C020,I01,11-03-23,12,3,84,65,F,92,21,64,7,4,13345,2808,Pending,Great Course,Ashley Riley,22,Female,Junior,Business,Active,Statistical Analysis with R,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F01175,S0294,Fn0566,C035,I04,19-09-22,16,7,99,81,D,99,25,21,9,3,17080,1235,Overdue,Great Course,Michael Nolan,22,Female,Freshman,Business,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01176,S0415,Fn0824,C023,I02,28-02-22,10,3,73,64,D,69,23,94,5,7,5732,2522,Paid,Average Course,Mary Moyer,24,Female,Sophomore,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01177,S0797,Fn1574,C012,I02,07-06-22,6,5,85,92,C,68,4,21,5,6,5805,4934,Overdue,Average Course,Daniel Barnett,20,Male,Junior,Business,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F01178,S0428,Fn0850,C035,I04,24-06-21,6,5,54,80,F,76,8,75,7,9,16299,2235,Pending,Great Course,Curtis Clay,23,Male,Freshman,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01179,S0156,Fn0299,C036,I03,17-06-23,18,8,58,61,F,57,5,29,6,8,9217,417,Paid,Average Course,Amber Valdez,21,Other,Senior,Biology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01180,S0588,Fn1171,C042,I01,14-09-23,17,6,53,82,B,67,1,38,10,2,13373,552,Pending,Excellent Course,Michael Andrews,18,Female,Freshman,Computer Science,Dropped,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01181,S0731,Fn1459,C028,I03,09-01-22,16,3,82,52,C,59,6,30,6,3,13072,2587,Paid,Average Course,Martin Smith,29,Male,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01182,S0836,Fn1657,C037,I02,24-09-22,19,3,76,60,C,99,29,10,8,1,18737,3890,Paid,Great Course,Krystal Miller DDS,22,Female,Freshman,Biology,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01183,S0277,Fn0523,C020,I01,25-08-21,14,9,71,92,A,98,16,14,4,8,8679,35,Overdue,Average Course,Joel Michael,29,Other,Freshman,Mathematics,Active,Statistical Analysis with R,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F01184,S0265,Fn0506,C035,I04,07-10-23,11,5,60,54,B,90,25,85,2,2,9068,4065,Pending,Needs Improvement,Patricia Gardner,20,Other,Sophomore,Biology,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01185,S0049,Fn0090,C007,I01,26-08-23,13,4,54,96,B,84,11,82,3,4,16367,530,Pending,Needs Improvement,Briana Stewart,26,Male,Sophomore,Psychology,Active,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F01186,S0610,Fn1224,C034,I03,19-03-22,10,6,59,76,F,64,0,7,10,2,16345,4783,Overdue,Excellent Course,Kathleen Stewart,26,Male,Freshman,Psychology,Active,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01187,S0293,Fn0565,C006,I02,28-11-23,5,3,52,65,F,72,27,63,4,2,19871,2171,Paid,Average Course,Hunter Stone,29,Male,Junior,Computer Science,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01188,S0021,Fn0035,C019,I01,23-02-23,18,9,64,84,B,61,29,84,5,3,6703,3089,Overdue,Average Course,Robert Sullivan,25,Male,Senior,Psychology,Graduated,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01189,S0444,Fn0883,C042,I01,17-10-23,19,2,95,89,C,98,14,73,2,5,13529,4800,Pending,Needs Improvement,Matthew Kelly DVM,18,Male,Senior,Computer Science,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01190,S0535,Fn1079,C008,I04,06-06-23,13,8,86,65,A,76,23,52,8,8,11246,917,Paid,Great Course,Laura Ramos,29,Male,Sophomore,Mathematics,Active,Cybersecurity Essentials,Cyber Security,3,Advanced,Michelle Stephens,Cyber Security,12
F01191,S0472,Fn0959,C048,I03,26-04-23,18,2,89,65,F,55,27,27,5,2,16527,3259,Pending,Average Course,Jessica Parker,22,Male,Freshman,Psychology,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F01192,S0138,Fn0265,C030,I03,22-04-23,11,7,66,71,A,73,20,95,7,5,17518,3235,Paid,Great Course,Paul Gonzalez,20,Male,Freshman,Business,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01193,S0230,Fn0438,C002,I04,27-09-22,19,5,69,53,B,71,10,9,9,4,10301,2067,Paid,Great Course,Rachel Andrews,18,Other,Senior,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01194,S0838,Fn1663,C016,I02,05-06-21,7,7,53,81,C,58,9,60,7,3,11770,1019,Overdue,Great Course,Jill Shaw,19,Female,Junior,Psychology,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01195,S0405,Fn0796,C046,I03,30-12-22,6,2,83,76,A,59,15,42,4,6,18066,2023,Pending,Average Course,Elizabeth Kramer,24,Other,Freshman,Biology,Active,Data Wrangling with Python,Data Engineering,4,Intermediate,Sean Nichols,Data Engineering,13
F01196,S0357,Fn0696,C024,I02,24-03-23,7,5,83,64,D,52,8,86,3,9,12018,2160,Overdue,Needs Improvement,Ricky Perez,22,Male,Freshman,Business,Active,Machine Learning Fundamentals,Data Science,4,Beginner,Melissa Jackson,Data Science,5
F01197,S0541,Fn1096,C025,I01,02-10-22,19,8,80,68,B,55,29,80,8,8,8298,1340,Overdue,Great Course,Thomas Roberts,20,Other,Freshman,Computer Science,Dropped,Data Visualization with Power BI,Data Analytics,3,Advanced,Timothy Watson,Data Analytics,8
F01198,S0827,Fn1638,C013,I01,01-12-23,6,8,83,75,C,75,11,89,9,2,5727,2404,Overdue,Great Course,Erin Adkins,29,Male,Sophomore,Computer Science,Graduated,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F01199,S0936,Fn1863,C009,I03,05-07-21,17,9,52,64,B,94,21,11,5,1,16763,4931,Pending,Average Course,Brian Lopez,25,Male,Junior,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F01200,S0021,Fn0036,C030,I03,06-04-22,15,4,77,94,B,63,14,21,6,8,16212,771,Pending,Average Course,Robert Sullivan,25,Male,Senior,Psychology,Graduated,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01201,S0854,Fn1700,C009,I03,30-06-22,14,8,90,59,A,85,28,13,10,5,9958,2873,Paid,Excellent Course,Emily Fox,23,Other,Sophomore,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F01202,S0611,Fn1228,C040,I03,30-11-22,17,5,86,83,A,91,15,92,10,2,7937,716,Paid,Excellent Course,William Mitchell,20,Male,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01203,S0575,Fn1144,C007,I01,03-11-21,19,3,78,87,D,68,0,79,6,1,9023,4518,Paid,Average Course,Alexander James,26,Female,Senior,Psychology,Graduated,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F01204,S0814,Fn1605,C016,I02,03-08-23,6,2,64,98,F,97,5,93,3,8,18822,1080,Paid,Needs Improvement,Lori Taylor DDS,25,Female,Senior,Psychology,Graduated,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01205,S0645,Fn1290,C038,I02,17-05-21,8,3,85,75,D,88,12,50,4,8,7013,4159,Overdue,Average Course,Paul Berger,27,Other,Sophomore,Business,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01206,S0527,Fn1066,C032,I01,12-06-23,10,2,84,57,C,72,0,41,9,6,17188,2556,Paid,Great Course,Leslie Miller,25,Female,Freshman,Biology,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01207,S0105,Fn0198,C029,I02,17-10-22,7,2,90,65,C,54,12,11,6,5,6833,1457,Pending,Average Course,Nancy Garcia,18,Female,Freshman,Mathematics,Active,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01208,S0623,Fn1249,C043,I02,13-09-22,13,5,59,78,B,93,4,21,5,5,17290,3601,Paid,Average Course,Marcia Long,26,Other,Senior,Mathematics,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01209,S0851,Fn1694,C040,I03,06-06-21,9,8,66,81,A,64,2,45,9,6,14691,3837,Pending,Great Course,Bryan Maynard,19,Other,Sophomore,Biology,Dropped,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01210,S0336,Fn0649,C015,I04,30-06-21,9,8,79,70,B,79,11,68,8,5,16593,80,Overdue,Great Course,Michelle Raymond,20,Other,Freshman,Psychology,Active,Incident Response & Forensics,Cyber Security,2,Intermediate,Michelle Stephens,Cyber Security,12
F01211,S0424,Fn0846,C011,I03,13-02-22,19,6,57,81,F,82,25,87,9,2,17129,2428,Overdue,Great Course,Cindy Young,29,Male,Senior,Business,Graduated,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01212,S0623,Fn1250,C009,I03,03-05-23,11,2,72,94,B,87,9,61,9,7,18632,3995,Pending,Great Course,Marcia Long,26,Other,Senior,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F01213,S0875,Fn1745,C016,I02,04-09-23,13,9,68,61,C,68,8,89,4,4,14099,2695,Overdue,Average Course,Alison Edwards,22,Male,Senior,Computer Science,Dropped,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
